태마,곡명,가사
추억,봄 사랑 벚꽃 말고,"길었던 겨우내 줄곧 품이 좀 남는
밤색 코트
그 속에 나를 쏙 감추고 걸음을
재촉해 걸었어
그런데 사람들 말이 너만 아직도
왜 그러니
그제서야 둘러보니 어느새 봄이
손 잡고 걸을 사람 하나 없는 내게
달콤한 봄바람이 너무해
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
손에 닿지도 않을 말로
날 꿈틀거리게 하지 말어
맘 먹고 밖에 나가도
막상 뭐 별 거 있나
손 잡고 걸을 사람 하나 없는 내게
오 사랑노래들이 너무해
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
남들보다 절실한 사랑 노래 가사를
불러 봐
수많은 연인들 가운데 왜 나는
혼자만
똑같은 거리와 어제와 같은 옷차림
난 제자린데 왜 세상은 변한 것만
같지
누군가와 봄길을 거닐고 할 필욘
없지만
누구나 한번쯤은 머물고 싶은 그런
기억을
만들고 싶어 떨어지는 벚꽃잎도
엔딩이 아닌 봄의 시작이듯
사실은 요즘 옛날 생각이 나
걷기만 해도 그리워지니까
다시 느낄 수 있나 궁금해지지만
Then you know what
나만 빼고 다 사랑에 빠져
봄노래를 부르고
꽃잎이 피어나 눈 앞에 살랑거려도
난 다른 얘기가 듣고 싶어
한바탕 휩쓸고 지나가버릴
오오 봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고
봄 사랑 벚꽃 말고"
추억,기억의 습작,"이젠 버틸 순 없다고
휑한 웃음으로 내 어깨에 
기대어 눈을 감았지만
이젠 말할수 있는걸
너의 슬픈 눈빛이 나의 마음을 
아프게 하는걸 
나에게 말해봐
너의 마음 속으로 들어가 
볼 수만 있다면
철없던 나의 모습이 얼만큼 
의미가 될수 있는지
많은 날이 지나고
나의 마음 지쳐 갈 때 내 
마음 속으로
쓰러져가는 너의 기억이 
다시 찾아와
생각이나겠지 
너무 커버린 미래의
그 꿈들 속으로
잊혀져가는 너의 기억이 
다시 생각 날까
너의 마음 속으로 들어가 
볼 수만 있다면
철없던 나의 모습이 얼만큼 
의미가 될수 있는지
많은 날이 지나고 
너의 마음 지쳐갈때 
내 마음 속으로 
쓰러져 가는 너의 
기억이 다시 찾아와
생각이 나겠지
너무 커버린 나의 미래의 
그꿈들 속으로
잊혀져 가는 너의 기억이 다시
생각날까
많은 날이 지나고 "
추억,내게 오는 길,"지금 곁에서 딴 생각에 잠겨 걷고 있는 그대 
설레는 마음에 몰래 그대 모습 바라보면서 
내안에 담아요 

사랑이겠죠 또 다른 말로는 설명할수 없죠 
함께 걷는 이 길 다시 추억으로 끝나지않게 
꼭 오늘처럼 지켜갈께요 

사랑한다는 그 말 아껴둘 걸 그랬죠 
이젠 어떻게 내 맘 표현해야 하나 
모든 것이 변해가도 이 맘으로 그대 사랑할께요 

망설였나요 날 받아주기가 아직 힘든가요 
그댈 떠난 사람 그만 잊으려고 애쓰지마요 
나 그때까지 기다릴테니 

사랑한다는 그 말 아껴둘 걸 그랬죠 
이젠 어떻게 내맘 표현해야 하나 
모든 것이 변해가도 이 맘으로 그대 사랑할께요 

눈물이 또 남아있다면 모두 흘려버려요 
이 좋은 하늘아래 우리만 남도록 

사랑할 수 있나요 내가 다가간만큼 
이젠 내게 와줘요 내게 기댄 마음 
사랑이 아니라해도 괜찮아요 그댈 볼 수 있으니 
괜찮아요 내가 사랑할테니 -"
추억,Perhaps Love (사랑인가요),"언제였던건지 기억나진 않아 
자꾸 내 머리가
너로 어지럽던 시작 
한 두번씩 떠오르던 생각 
자꾸 늘어가서
조금 당황스러운 이 마음 
별일이 아닐 수 있다고
사소한 마음 이라고 
내가 내게 자꾸 
내게 자꾸 
말을 하는게 어색한걸 
사랑인가요
그대 나와 같다면 시작인가요 
맘이 자꾸 그댈 사랑한대요 
온 세상이 듣도록 소리치네요 
왜 이제야 들리죠 우
서롤 만나기 위해
이제야 사랑 찾았다고 
지금 내 마음을 설명하려 해도 
니가 내가 되어
맘을 느끼는 방법 뿐인데 
이미 난 니안에 있는 걸 
내 안에 니가 있듯이 
우린 서로에게 서로에게
이미 길들여진지 몰라 
사랑인가요
그대 나와 같다면 시작인가요 
맘이 자꾸 그댈 사랑한대요 
온 세상이 듣도록 소리치네요 
왜 이제야 들리죠 우
서롤 만나기 위해
이제야 사랑 찾았다고 
생각해보면
생각해보면
많은 순간속에 
얼마나 많은 설레임 있었는지 
조금 늦은 그 만큼
난 더 잘해 줄께요
함께 할께요
추억이 될 기억만 선물할께요
다신 내곁에서 떠나지 마요
짧은 순간조차도 불안한 걸요
내게 머물러줘요 우
그댈 이렇게 많이
그토록 많이
사랑하고 있어요
그대 하나만
이미"
추억,기억을 걷는 시간,"아직도 너의 소리를 듣고
아직도 너의 손길을 느껴
오늘도 난 너의 흔적 안에 살았죠
아직도 너의 모습이 보여
아직도 너의 온기를 느껴
오늘도 난 너의 시간 안에 살았죠
길을 지나는
어떤 낯선이의 모습속에도
바람을 타고 쓸쓸히
춤추는 저 낙엽위에도
뺨을 스치는 어느 저녁의
그 공기속에도
내가 보고 듣고 느끼는
모든 곳에 니가 있어
그래 어떤가요
그대 어떤가요 그댄
당신도 나와 같나요
어떤가요 그대 지금도
난 너를 느끼죠 이렇게
너를 부르는 지금 이순간도
난 그대가 보여
내일도 난 너를 보겠죠 내일도
난 너를 듣겠죠 내일도
모든게 오늘 하루와 같겠죠
길을 지나는
어떤 낯선이의 모습속에도
바람을 타고 쓸쓸히
춤추는 저 낙엽위에도
뺨을 스치는 어느 저녁의
그 공기속에도
내가 보고 듣고 느끼는
모든 곳에 니가 있어
그래 어떤가요
그대 어떤가요 그댄
당신도 나와 같나요
어떤가요 그대
길가에 덩그라니 놓여진
저 의자위에도
물을 마시려 무심코
집어든 유리잔 안에도
나를 바라보기위해
마주한 그 거울속에도
귓가에 살며시
내려앉은 음악속에도
니가있어
어떡하죠 이젠 어떡하죠 이젠
그대는 지웠을텐데
어떡하죠 이젠 우린
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
어떡하죠 이젠
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라라
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸 눈시울이 붉어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸만 가슴이 미어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸 눈시울이 붉어져
어떡하죠 이젠
그리움의 문을 열고
너의 기억이 날 찾아와
자꾸만 가슴이 미어져
어떡하죠 이젠
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라
랄라라 라랄라랄라"
추억,Love Blossom (러브블러썸),"입안에서
바람 맛이
달콤한 아침
새하얀
이불위로 닿는
햇살이 좋아
설레는
전화 벨소리
그대 인가요
설탕 한 스푼 담긴 소리
hello hello
봄이 와
이 거리 위에
봄이 와
나의 가슴속에
왜 이리 나
들뜨나 몰라
oh
팝콘 같은 꽃잎이
저 높이 날아요
사랑한다 말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
향기로운
봄 바람이
나풀거리고
두 볼에 앉은
햇살마저
완벽한걸요
새하얗게 춤을 추는
꽃잎을 보며
그대와 둘이
걷다 보면
uh huh
ah ha
봄이 와
이 거리 위에
봄이 와
우리 둘 사이에
설레임이
피어 올라요
oh
팝콘 같은 꽃잎이
저 높이 날아요
사랑한다 말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
꿈에서 봤던
거리가 여기인가요
그대와 나란히
걷는 모든 곳이
아름다워
난 있잖아요
그대를 볼 때마다 놀라
더 아름다울 수 없는
그대여
따사로운 봄빛에
사랑이
녹아요
살랑대는 바람에
사랑이
불어요
오늘 같은 바람이 불면
제일 먼저
떠올라요
그대만
팝콘 같은
꽃잎이
저 높이 날아요
사랑한다
말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
그대가
나의 봄이죠"
추억,화분 (알렉스 Ver.) (우리결혼했어요 삽입곡),"멀리서 멀리서 멀리서
그대가 오네요

이 떨리는 마음을
어떻게 말해야 하나요
그댄 처음부터
나의 마음을 빼앗고
나을 수 없는 병을
내게 주었죠
화분이 될래요
나는 늘 기도하죠
난 그대 작은 창가에
화분이 될게요
아무 말 못해도
바랄 수 없어도
가끔 그대의 미소와
손길을 받으며
잠든 그대 얼굴
한 없이 볼 수 있겠죠
멀리도 멀리도 멀리도
그대가 가네요

떨어지는 눈물을
어떻게 달래야 하나요
그댄 처음부터
나의 마음을 가졌고
나을 수 없는 병을
앓게 한거죠
화분이 되고픈 나는
늘 기도하죠
난 그대 작은 창가에
화분이 될게요
아무 말 못해도
바랄 수 없어도
가끔 그대의
미소와 손길을 받으며
잠든 그대 얼굴
한 없이 볼 수 있겠죠

난 그대 작은 창가에
화분이 될게요
아무 말 못해도
바랄 수 없어도
가끔 그대의
미소와 손길을 받으며
잠든 그대 얼굴
한 없이 볼 수 있겠죠
난 그대 작은 창가에
화분이 될게요
아무 말 못해도
바랄 수 없어도
가끔 그대의
미소와 손길을 받으며
잠든 그대 얼굴
한 없이 볼 수 있겠죠"
추억,긴 하루,"뒤척이며 잠에서 깨며
문득 그대가 없다는 생각에
내 머리 맡에 걸어 놓은 
그대의 사진을 보며
이렇게 또 하루 시작 되네요
끝인가요 후회만 남은 사랑
처음으로 돌아 갈 순 없나요
뒤돌아 봐요 휘청거리는 
내 인생을 가눌 수 없는 
내 마음도 모두 가져 갈 수 없나요
편안하길 바란다구요
나의 편안함은 바로 그대죠
끝인가요 후회만 남은 사랑
처음으로 돌아 갈 순 없나요
뒤돌아 봐요 휘청거리는 내 인생을
가눌 수 없는 내 마음도
모두 가져 갈 수 없나요
편안하길 바란다구요
나의 편안함은 바로 그대죠
다 받기만을 바래 왔었던 난
그대 소중함을 이제 알죠
끝인가요 후회만 남은 사랑
처음으로 돌아 갈 순 없나요
뒤돌아 봐요
휘청거리는 내 인생을
가눌 수 없는 내 마음도
모두 가져 갈 수 없나요
긴 하루 보내야겠죠
끝도 없는 외로움을 숨기며
끝도 없는 외로움을 숨기며
긴 하루를 보내요"
추억,은영이에게,"아시겠죠 마지막인걸 
당신은 내곁에 없네요 
늘 주기만 했던 여린 그댈 위해서 
나 이렇게 편지를 쓰네요 
그댈 만난 그 순간부터 
나에게는 행운이었죠 
화장을 안 해도 쉽게 토라진대도 
내 눈에는 예쁘기만 했죠 
그댄 아직 모르고 있나 봐요 
영원히 그대 곁에 나 있을 거란 걸 
잊으라는 그런 말은 하지 말아줘요 
울지 말고 날 봐요 
사랑해요 처음부터
그댈 사랑했어요
운명이 날 허락해주질 않는다 해도
나 일생을 그대 위해다 드릴 거에요
나는 그대 것이죠 이미
나는 없어요 영원히
나와 함께 했던 추억도
기억을 지워드릴게요
다 잊을 수 있게
내가 간직할게요 나보다
더 아파 할 테니까
떠나가도 이게 끝은 아니죠
언제나 내 가슴에 살아 있을 테니
알잖아요 그대는 내 전부라는 걸
내 안에 커다란 빛이 되 줘요
사랑해요 처음부터
그댈 사랑했어요
운명이 날 허락해 주질 않는 다해도
나 일생을 그대 위해
다 드릴 거에요
나는 그대 것이죠
이미 나는 없어요
영원히 처음부터
그댈 사랑했어요
운명이 날 허락해 주질 않는다 해도
단 한 사람 내 사랑은 오직 그대이죠
숨이 멎는다 해도 나를 잊지 말아요
사랑해요"
추억,아이처럼,"사랑한다 말하고 날 받아줄 때엔
더 이상 나는 바랄게 없다고
자신 있게 말해놓고
자라나는 욕심에 무안해지지만
또 하루 종일 그대의 생각에
난 맘 졸여요
샘이 많아서
아이처럼
겁이 많아서
바보처럼
이렇게 나의 곁에서 웃는 게
믿어지지가 않아서
너무 좋아서 너무 벅차서
눈을 뜨면 다 사라질까봐
잠 못 들어요

주고 싶은데
내 모든 걸
받고 싶은데
그대 맘을
남들처럼 할 수 있는 건
다 함께 나누고 싶은데
맘이 급해서 속이 좁아서
괜시리 모두 망치게 될까봐
불안해하죠

웃게 해줘서
아이처럼
울게 해줘서
바보처럼
이런 설렘을 평생에
또 한번 느낄 수 있게 해줘서
믿게 해줘서 힘이 돼줘서
눈을 뜨면 처음으로 하는 말
참 고마워요
내게 와줘서
꿈꾸게 해줘서
우리라는 선물을 준 그대
나 사랑해요"
추억,면도,"면도를 하다 칼날에
턱끝을 베고 마네요 
문득 거울에 그대 얼굴
스친 것 같아 상처 따위는
잊은 채 멍하니 굳어지네요 
까칠한 수염 깎아 주던
그대 기억에 
신발을 서둘러 신다가
멈칫하게 되네요 
무슨 발이 이리 크냐며 
내 신발을 신고 어색하게 걷던 
그대 떠올라서
아직도 보낼 게 더 남았나 봐요 
이별이 끝인 줄 알았는데 
내 곁에서 그대 하나 보내기도 
정말 아팠는데 
아직도 잊을 게 더 많은가 봐요 
모두 털어버린 것처럼 
기억 못한다고 나 소리쳐 보지만 
그대 떠나는 게 잘 안 돼요 
무심코 담배 물다가 
눈시울이 또 시큰해 
담밴 나빠요 입 맞추던
그대 생각에 내뿜는 연기
때문에 눈물이 나는 것처럼 
괜시리 고갤 숙여 보는
내가 쓸쓸해 
한참 지난 이별인데도 
그대 향기 남아서
미련 속에 미련 남긴 채
하루에 수십 번 하루에 수백 번
바보가 되는데 
아직도 보낼 게 더 남았나 봐요
이별이 끝인 줄 알았는데
내 곁에서 그대 하나 보내기도 
정말 아팠는데 
아직도 잊을 게 더 많은가 봐요 
모두 털어 버린 것처럼 
기억 못한다고 나 소리쳐 보지만 
그대 떠나는 게 너무 힘이 들어 
얼마나 많은 날이 가야 하나요 
언제쯤 난 괜찮아질까요 
그대 묻은 하루 하루 보내는 게 
이젠 고통이죠 
얼마나 더 버려야 내 맘 속에서 
그대 향기 지워질까요 
잊으려 할수록 못 잊는 내 마음만 
더 잘 보이는 날 아는데 
잊으려 할 때마다 그댈 잊겠다는 
다짐부터 먼저 잊는데"
추억,기다리다,"어쩌다 그댈 사랑하게 된거죠 어떻게 이렇게 아플 수 있죠 
한번 누구도 이처럼 원한 적 없죠 
그립다고 천번쯤 말해보면 닿을까요 
울어보고 떼쓰면 그댄 내맘 알까요 

그이름 한번쯤 미워해볼까요 
서운한 일들만 손꼽을까요 
이미 사랑은 너무 커져있는데 
그댄 내가 아니니 내맘 같을 수 없겠죠 
그래요 내가 더 많이 좋아한거죠... 

아홉번 내 마음 다쳐도 한번 웃는게 좋아 
그대 곁이면 행복한 나라서 
시린표정 한번 조차도 편히 지은적 없죠 
그대 말이면 뭐든 다 할듯 했었죠 

천년같은 긴 기다림도 그댈 보는게 좋아 
하루 한달을 그렇게 일년을... 
오지않을 그댈 알면서 또 하염없이 뒤척이며 
기다리다 기다리다 잠들죠... 


나 언제쯤 그댈 편하게 볼까요 
언제쯤 이 욕심 버릴까요 
그대 모든게 알고 싶은 나인데 
언제부터 내 안에 숨은듯이 살았나요 
꺼낼 수 조차 없는 깊은 가시가 되어 

아홉번 내 마음 다쳐도 한번 웃는게 좋아 
그대 곁이면 행복한 나라서 
시린표정 한번 조차도 편히 지은적 없죠 
그대 말이면 뭐든 다 할듯 했었죠 

천년같은 긴 기다림도 그댈 보는게 좋아 
하루 한달을 그렇게 일년을... 
오지않을 그댈 알면서 또 하염없이 뒤척이며 
기다리다 기다리다 잠들죠... 


그댈 위해 아끼고 싶어 누구도 줄 수 없죠 
나는 그대만 그대가 아니면 
혼자인게 더 편한 나라 또 어제처럼 이곳에서 
기다리고 기다리는.. 
나 예요.."
